text,label
"@ @ Really? Is that confirmed?juliamacfarlane. fattysaid
",0
"“@: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson http:// Liberi!AF Pphoto. AFP
",1
"More shots fired just off Parliament Hill. Police telling everyone to take cover.
",1
"@ @ @ Yes lots of mixed info coming out. Anyone else here about potential 08 prison connection btwn planners?intelwire. Shiraz Maher. Jerome Pio
",0
"URGENT: Darren Wilson is the police officer who shot Mike Brown http:// http://Ferguson
",1
"One person shot outside Centre Block, a second wounded inside the building in Parliament Hill shooting http://
",1
"“@: Attack on Parliament: Soldier shot; gunman on the loose: http:// http://globeandmail
",1
"@ @ even going extreme length to hire an actor that looks like Michael brown! Not saying murder was justified, it's notBrwn Skin Girly. CNN Video
",1
"@ @ does it mean the hostage crisis is over ?lucethoughts. 774melbourne
",0
"Darren Wilson is a six year veteran of the Police and had no disciplinary actions against him.Ferguson
",1
"@; several of your tweets are either wrong or misleading. Please hold yourself to higher journalism standards!Kristy Mayr
",0
"@ Stay safe, Matt.dmatthewmillar
",1
"“@: BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http:// http://Pz Feed
",1
"@ agreed. Being shot for possibly stealing cigars isn't karma, it's excessive force that doesn't match the crime.thelittleidiot
",1
"Hostages in Sydney cafe made to hold up Islamic flags http://
",1
"MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings http:// http://
",1
"@ they screamed Allahu Akbar just like those who scream NovorossiyaR
",0
"RT “@: @: The day cops told a dirty, bloody lie (@): http:// http://Keys N Kakes. The Root. thedailybeast. Ferguson
",1
"@ Kindly verify your report of shooting at Rideau Centre Ottawa, Canada. Local reports state otherwise.BBC Breaking
",0
"@ WTH is happening?cmaconthehill
",0
"@ @ Well, Blick is a tabloid, so I wouldn't necessarily believe everything they say :-)BBC Daniel S. Ellen Barry NYT
",1
"@ @ Good thing Feinstein made sure this will never happen here.Williams Jon. lorizellmill
",1
"@ That person does not look 18. It actually looks a lot like a looter with their face covered that was photographed by @mashable. PDPJ
",0
"@ in Egypt, they killed 1000's and still freeAngry Black Lady
",0
"Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM, Sky News reports. http://sydneysiege
",1
"“@: 12 now confirmed dead in attack in Paris, @ is reporting. Story: http:// (AP) Islam as usual.USATODAY. AP. Charlie Hebdo
",1
"France: 10 people dead after shooting at HQ of satirical weekly newspaper , according to witnesses http://Charlie Hebdo
",1
"@ @ @ @ Not EVERYTHING will come out. But we will get details, especially these days.Russell Barth. dmatthewmillar. devo1400. spaikin
",1
"@ if you remember Said the same about @ but he turned out to be a good leader despite all his criticsCdn Bowhunter. Barack Obama. americans
",0
"“@: Reports two customers and an employee have escaped the http:// @dailytelegraph. G. BREAKING. Sydney Siege. GB
",1
"@ @ @ @ Yeah, I would totally expect a kid that's been shot to run away, get shot again, and decide to charge.jlpauk. Tom. rui_xu. flavius217
",0
"@ http://BBC Breaking
",1
"to be clear: an unarmed teenager POSSIBLY stealing a box of cigars does not warrant being shot to death by the police.Ferguson
",1
"@ @ that's bs. there's always a ""history"" when the African Americans gets killed.DIANAZOGA. Antonio French
",0
"took eight minutes to descend from 38,000 feet to impact, says Germanwings CEO Winkelmann.4U9525
",1
"RT @: Charlie Hebdo gunmen's hostage freed and safe after police assaultAFP. BREAKING. attack. paris. charliehebdo
",1
"That was very ""SLICK"" of the Police Chief to create a narrative that was a ""suspect"" in a robbery!Mike Brown. Ferguson
",1
"Yeah it's sad when your family gets it. Idiot. “@: @ @ http:// he has its so sad”Ayy Bant. Lobitta T. Footballcom EN
",0
"Currently the website has zero, repeat, ZERO coverage of the protests, probably due to lack of cowboy hats.Fox News. Ferguson
",1
"@ @ So what they are doing is right??? You're wacked!!! You should be on a list!!!Pride Sky. CBC Alerts
",0
"@ @Breaking News. abcnews
",1
"@ I definitely hear that and agree 👍Christofer U
",1
"@ @ is it over or are they still looking for the gunmen?CBC Alerts. CBC
",0
"Now what! “@: Watch video showing gunfire inside Canada's parliament in Ottawa http:// http://BBC Breaking
",0
"@ Again, so far as I can tell, they were worried about explosives, and it appears there was an explosion.Texas Jew
",0
"“@: Ottawa Police report a third shooting at Rideau Centre, no reports of injuries.” Wtf is happening 😭😭😭newhot899
",1
"NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http:// http:// via @Pz Feed. BREAKING
",1
"@ @ Canadian news contradicts thisDave Beninger. Sheila Gunn Reid
",0
"@ @ It's not a matter of criticism, it's insulting and demeaning and offensiveColvinius. Martin R Jay
",0
"@ The ""five eyes"" and western Europe ""invite"" this misery, still, the perpetrators are despicable.R
",1
"@ He's a moron, Islamic terrorism, stop pussy footing around it.AP. realproblemwithliberlism
",1
"@ @ 😷andersostlund. tulipgrrl
",0
"RT @: Germanwings Airbus A320 crashes in French Alps near Digne http://BBC Breaking
",1
"shooting suspects tell police they 'prepared to die as martyrs' - French media http:// http://Charlie Hebdo
",1
"Approximately 50 hostages may be held captive at café – local reports http:// http://Lindt. sydneysiege
",1
"Unbelieveable @: The day cops told a dirty, bloody lie (via @): http:// http://The Root. thedailybeast. Ferguson
",1
"“@: More shots fired just off Parliament Hill. Police telling everyone to take cover.”CBC Alerts. Ottawa. Parliament
",1
"@ The story is true.Michael Skolnik
",1
"“@: Shooter still on loose after uniformed soldier shot at War Memorial, across road from Parliament. :( sad...CBC Alerts
",1
"@ @ Can you lay off the politics right now? We know *nothing* about who did this, what's going on.ivoirien_com. CBC Alerts
",0
"@ no, because that would require reasoning and then if reasoning is applied, no one can be shot. Shoot now, reason later.The Anon Message
",1
"@ @ Thank you for clarifying. You definitely didn't have to reply to me. Have a great day and thanks for the reportsandybankertv. FO
",0
"@ @ there is something really wrong with these people. Export them back.Sky News Aust. liztilley84
",1
"@ Lol coup? That's when you know you people are just making things up.Mail Online. westernfantasy
",1
"@ So are rides free or more expensive? Your tweet is very unclearUber Sydney
",0
"@ @ @ what point are you making about the photo?Tracy Mo. zadiaz. mashable
",0
"I do so appreciate a debunk story headline/tweet which actually contains debunks rather than a confusing/leading question. @smh
",0
"“@: BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says.cnni
",1
"@ why tell the whole world you morons...BBC Breaking
",0
"@ {Heaven and Hell is right here on earth... 🙏'ing}BBC Breaking
",1
"@ wats happening?@JFXM. Abu Saalihah
",0
"BREAKING NEWS: New York Times is reporting the Canadian soldier who was shot has died from their injuries. Heartbreaking.cdnpoli. ableg
",1
"@ @ You do realize he didnt get shot because of that robbery? He was shot during protests and riots.Brwn Skin Girly. CNN Video
",0
"“@: BREAKING ALERT: Preliminary reports indicate perpetrators appear to be members of . ” well this is goodThe Anon Message. ISIS. Sydney Siege
",1
"@ get off of Huckabee! Bring in @Fox News. Shep News Team
",1
"@ he's still alive???CTV News
",0
"@ @ @ you're an idiot its parliament hill. Of course they're prepared for situations like this you idiot!Russell Barth. dmatthewmillar. spaikin
",0
"@ @ Said the typical Libtard.140elect. Trending Blue
",0
"@ @ wishing them our best.WSJ Live. WSJ
",1
"By @ http:// via @ By @ http:// via @Lucille Clerc. BB Ctrending. Independent. amolrajan. Je Suis Charlie. Charlie Hebdo
",1
"“@: Breaking: Two hostage situations in France are linked, Paris prosecutor says”ABC. Pray For Paris
",1
"@ @ Isn't Islam a wonderfully peaceful religion? I wonder how Iran will do with all of the peaceful centrifuges O gave?jjauthor. gatewaypundit
",0
"@ @ @ Oh well, as u may have noticed, some ppl disagree with you!hanibathish. Colvinius. Martin R Jay
",0
"TYPICAL OF COWARDS AND BULLIES @ @Always Think How. Dante
",1
"Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill . http://cdnpoli
",1
"@ @ @ WOW! FANTASTIC ARTICLE! RT &amp; RT! FBI NEEDS TO INVESTIGATE THIS ONE ALSO! NO JUSTICE, NO PEACE!The Root. crudupeudeans. thedailybeast
",1
"RT @: Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated"" http://AP
",0
"@ rumors say hostages are 1 women and 4 childrens---Bklyn Middleton
",1
"“@: Up to 20 held hostage in Sydney Lindt Cafe siege http:// http:// Oh. My. God. I am SICK!Independent
",1
"@ @ The Liberal leftist should be feeling as good as DeBlasio today over this.WSJ. Hey Tammy Bruce
",0
"@ @ @ @ : New HashtagAngry Black Lady. Get JE Tmag. Chics Politico. markos. FINDDARRENWILSONNOW. Ferguson
",1
"“@: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://cnni
",1
"Mike Brown was staying with his grandmother for the summer, who lived in the community.Ferguson
",1
"@ ""Unfortunately ""there is no proof he did that and witnesses who say he didn't go for the gun. Perhaps we should wait for factsThe Daily Edge
",0
"@ @ @ @ UNSUBSCRIBEjlpauk. flavius217. Tom. spants
",0
"Sydney siege: police enter cafe as hostages flee the scene, gunfire heard, reports of an injured person – live http://
",1
"@ I condemn this cowardly attack carried out, attacking the hands are broken; asshole and ...WSJ
",1
"Banksy says in a beautiful way (vi @) http://lukeeve. Je Suis Charlie
",1
"Store owner told @ Monday that there was a theft, but said it was not MichaelBrown; said it was someone elseFO. Ferguson
",1
"“@: French police: Said Kouachi and Cherif Kouachi wanted in Paris terror attack: http:// http:// himABC
",0
"Police reports released this morning indicate Mike Brown was a suspect in a ""strong-armed"" robbery inFerguson
",1
"@ Which report? Do not spread rumoursR
",0
"BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://sydneyseige
",1
"Deep RT @ Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson http://AF Pphoto. AFP
",1
"@ you guys ""confirmed"" there were 3 shootings not long ago. How about you wait for official reports before saying things.CTV News
",1
"@cnni
",1
"“@: Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up ” Uber=ugly opportunism!mashable. Sydney Siege
",1
"@ This, and their militaristic approach to the problem, does not paint the Fergie PD in a favorable lightWSJ
",1
"FBI assisting in the case of the Ottawa shooting, sources have confirmed to CTV News
",1
"cancels tonight's game between and due to today's shootings. Senators were to host Maple Leafs.NHL. Ottawa. Toronto
",1
"BREAKING: Charlie Hebdo gunmen's hostage freed and safe after police assault via @AFP
",1
"@ BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://cnni. sydneyseige
",1
"@ @ @ hehe u Jews are good by changing subjects.open another topic. We are talking of anti semitsm and anti islamChusid. Dalia Chai. cnnbrk
",0
"@ The 6 of us are watching this unfold, I'm shaking, My heart goes out to the hostages and their families. http://Angus OL
",1
"@ these mother fucker do not represent Muslimscnni
",0
"@ Lisa is he the confirmed robber?Lisa Bloom
",0
"@ What makes us think the baby story may be true? - The Kremlin denied it! @ @ http://BBC Daniel S. Russia Denies. Darth Putin KGB
",1
"@ So if someone was coming at you and beating the fuck out of you threating your life, you wouldnt shoot them if you could?Brwn Skin Girly
",0
"@ @ exactly, because they are ""journalists"" and ""dems the rules"" Kelly is a ""comedic writer"" no rules. Go police journalistsHD Mc C. kellyoxford
",1
"@ @ How the fuck you comparing a whole race too a single occupation of course you are gonna get a tiny % dumbasslarryelder. Foolish Reporter
",0
"@ @ The tragedy is that we are allowing these people in to our country. Don't know what the hell you're talking about!!Pride Sky. CBC Alerts
",1
"@ This photo was taken this morning, before the shooting.Sean Osmar
",0
"@ @ Yes, I can't believe this is happening...BBC Breaking. raymondillo
",0
"""sorry to confirm"" 144 passengers &amp; 6 crew on board flight when it crashed in French Alps http://Germanwings. 4U9525
",1
"@ Duh, Ya think?Slate
",1
"@ if it is unconfirmed, why do you tweet it?Footballcom EN
",0
"@ @ still extremely confusing. Why a CAFE in AUSTRALIA. It doesn't make senseHowie Dee. BBC World
",0
"@ You're reporting a report? What's your source?dailytelegraph
",0
"@ @ @ Green is the traditional colour. Presumptions are worthlessGion Gion. Andrew Denney. jessradio
",0
"“@: BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn http:// sirens galore down hereRichard Madan. cdnpoli
",0
"@ @ @ @ yeah i feel really sorry for themhassanbasmer. Mariodinava. Dalia Chai. cnnbrk
",1
"FIRST PHOTOS: Hostage pressed against a window. http://Sydney Siege
",1
"@ @ @ and you're basing your assessment on what? Her statement seems to match other witnesses.Nerdandertall. Oswald Pyke. The Daily Edge
",0
"@ u r among the only journalists saying kosher market &amp; not calling it something generic. If it's kosher it was targeted. ThxBklyn Middleton
",1
"Henry Davis “@: The day cops told a dirty, bloody lie (via @): http:// http://The Root. thedailybeast. Ferguson
",1
"The attack suspects have reportedly fired shots while robbing a petrol station http:// http://Charlie Hebdo
",1
"@ Is he consider as terrorist or just a criminal person as his faith not Sunni Islam ?Joyce Karam
",0
"GERMAN NEWS: Co-Pilot of Germanwings Airbus Was MUSLIM CONVERT. Can any muslim be trusted near an airplane now?
",1
"@ Hi, can you tell me where you got the picture?Armed Research
",0
"@ @ Getting the word out about an active shooter situation seems pretty helpful, but please, tell us what you'd have done.tdgecas. Henderburn
",0
"@ @ you missed the part where he reaches in and takes these cigars? Passes them to his friend and takes some him self.POSkingpin7666. CNN Video
",1
"@ @ US Citizens!! 2015:Fbruary 5. health insurance deadline ObamaCare Register and Go to the hospital to get sick,your health!!USATODAY. AP
",0
"@ @ @ shahada flag is a generic flag, not unique to any group. ISIS use a different flagGion Gion. Andrew Denney. jessradio
",0
"@ Flag in hostage situation shows the Islamic profession of faith ('shahada'). Not an IS flag despite the same wordingKristy Mayr. Sydney
",0
"@ Australian Govt language specialists defined these words as all-encompassing meaning any action perpetrated against Australian citizensAP
",1
"“@: Sydney Opera House evacuated, concourse deserted http:// (via @) http:// 😨Buzz Feed Oz. cberkman. Sydney Siege
",1
"Et merde. “@: - 11 dead including 2 police in Paris shooting. Photo @ http://AF Pphoto. Martin Bureau. Charlie Hebdo. AFP
",1
"@ Hi Peter, this is Marta, reporter from Demotix. Did you take the photo? Would be ok for us to use? Can you send it? thanksHenderburn
",0
"RT @: Name of cop is expected to be released by 9 ET http:// (J.B. Forbes, AP) http://USATODAY. Ferguson
",1
"@ why are there no police ??Henderburn
",0
"@ Ppl use as excuse to do violent acts. US invading shows how much violence is naturally born into humans.R. religion. Iraq. science
",0
"@ and oh my god the show already sold out in Toronto?!?! damn.Prince Museum
",0
"@ @ @ @ I do, but do you have a basic understanding of the judicial system? Let's hear both sides then decide.flavius217. Tom. spants. rui_xu
",0
"Here's the police report. Somehow cops valued a box of Swishers at nearly $50. Time to stop smokin I guess http://Ferguson
",1
"@ what about the hostage hopefully still alive.Kay Burley
",0
"@ @ SUCH BULLSHIT!!Soul Revision. Jayron
",0
"“@: The soldier who was shot in Ottawa Wednesday morning is a reservist serving in Hamilton” @cbcsaltzman. tidridge. BREAKING
",1
"@ any reports of shots fired inside the Rideau Centre or just nearby?Rideau Centre
",0
"@: SYDNEY SIEGE Gunman forces hostages to hold up ISIS flag in window http:// http:// @Daily Mail AU. Barack Obama
",1
"@ They who? Stupid and partial opinions like this one only add noise to any debate.j0nathandavis
",0
"@ it sure did. A boon to myFort Clank. brand
",1
"@ I think it's 4 injured. I can't believe this is happening. I've also heard 2 people have diedAngus OL
",0
"@ ISLAMIC SCHOLARS SHOULD COME FORWARD TO END 'JIHAD' ! IT IS INHUMAN &amp; WOULD DESTROY THE CREDIBILITY OF ISLAM !R
",1
"@ @ @ all rumors.not confirmed at allEd Ward MD Blog. USATODAY. khjelmgaard
",0
"“@: Mike Brown was staying with his grandmother for the summer, who lived in the community. ”&lt; 💔😪🙏 sad storyMichael Skolnik. Ferguson
",1
"@ actually 12 dead Hebdoguardian. Charlie
",0
"@ Soo... Its tomorrow night!? @Live Nation ON. masseyhall. Prince
",0
"@ by any chance does that printing business actually print the Charlie Hebdo newspaper?BBC Breaking
",0
"@ do you have a link?Avital Leibovich
",0
"@ hi, where did you source this pic?Armed Research
",0
"@ photography is his job? My whole issue was a man needed help. There are ways to help if you don't know cprBig Dilbert Fan
",0
"@ Is this the right link?R
",0
"@ @ in deaths, there are 4 of more french illustrators! cabu, wolinsky, charb and tignousUSATODAY. AP
",0
"@ @ @ @ I don't understand the double standard of wanting all the info about the cop but Brown's past is safe.flavius217. spants. Tom. rui_xu
",1
"RT @: Germanwings Airbus A320 crashes in French Alps near Digne http://BBC Breaking
",1
"@ @ Hashtag shows lots of journalists are referring to it as a kosher supermarket.P. Bklyn Middleton. kosher
",0
"@ @ u r not getting my point -monsters must be penalized. But entire society need to be responsible and not provoke monstersDalia Chai. cnnbrk
",0
"@ funny watching Doocy struggle to pronounce ""Digny les bains""foxandfriends
",1
"@ so its not an IS flag - must be a peaceful Islamic extremist group then!Sky News Aust
",1
"“@: Attack on Parliament: Soldier shot; gunman on the loose. http:// "" Not a good week to be a Can soldier :-(globeandmail
",1
"“@: Gunman in policewoman killing suspected in new Paris hostage-taking: source” source please?AFP. BREAKING
",1
"@ @ @ ok, have you seen the video?Gdurham Garrett. Rondrea. nickk330
",0
"@ @ at what point during those 8 min did distress call go out?thatjohn. Airline Reporter
",0
"“@: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson http://AF Pphoto. AFP
",0
"“@: Unconfirmed reports claim that Michael Essien has contracted Ebola. http:// @Footballcom EN. Lewis Lowe
",1
"Surge pricing during a hostage crisis •RT @: Uber says it has hiked prices in Sydney... http://mashable. filthy. Sydney Siege
",1
"@ @ @ @ an investigative report on the shooting?jlpauk. spants. rui_xu. flavius217
",0
"“@: Police taking people out of grocery where hostages were being held. http://cnnbrk. Paris
",0
"@ Threecnnbrk
",0
"@ is that even him in the stills?zellieimani
",0
"“@: BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http:// http:// well fuckPz Feed
",1
"@ @ so why do twitterverse and the Aussies act like Normandy landing is imminent? Because of flag in arabic? Crazy fear.Williams Jon. morgfair
",0
"@ Makes them look inept as well.jelani9
",1
"@ @ what about drone killing innocent bystanders that are near an alleged bad guy? We turn cheek No Twitter outragePrison Planet. dollaranarch
",1
"@ @ Alasscan it's a lie. Pics are fake. No robbery was reported! If true, police would have said it last week to stop riotsAlasscan. Dante
",1
"Shots fired on parliament hill after a man walked up with a gun. I'm locked in a security office on parliament hill
",1
"@ no they did notNerdy Wonka
",0
"“@: Up to 20 held hostage in Sydney Lindt Cafe siege http:// http://Independent
",1
"“@: @ @ he robbed swishers supposedly” smhThe Sabber. Brwn Skin Girly. CNN Video
",0
"@ is that man holding hostages alone? or they are many?cnni
",0
"@ Really? The motive is unknown? Does the flag in the window provide any possible clue? Do you employ the world's worst reporters?ABC
",0
"@ CIA shills coming at me...lots of nasty names LOL like a give away! come on you gotta helppsc96180_pablo
",0
"“@: Live Updates: Siege in Sydney Cafe http://Sky News
",1
"MOOI. “@: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson http://AF Pphoto. AFP
",1
"MORE: Police believe three gunmen were involved in shootings in Ottawa this morning and are looking for two shooters. http://
",1
"@ ""Ottawa Police report a third shooting at Rideau Centre, no reports of injuries."" Hoping everyone stays safe &lt;3newhot899
",0
"@ Oh and our anti-terrorist plan has just been put to its highest level in the part in which the drama's happening.cnni
",1
"killers shot dead by policeCharlie Hebdo
",1
"@ that's what I thought too... http://Lisa Bloom
",1
"@ right. So he did that for cigars ? I know I need to sit and read report. What's your thoughts on sll thisagentbell4272
",0
"“@:UPDATE:Total of 5 people have been able to get out of cafe during hostage situation:http:// http://ABC
",1
"Our thoughts to all those in Ottawa “@: Soldier shot at National War Memorial in Ottawa http:// ”CBC Politics. cdnpoli. hw
",1
"@ @ thanks. Now we need a pic of what michael brown was wearing to refute the video.Justin Glawe. Jesse La Greca
",0
"@ @ @ So he took off his socks but did nothing else to change his appearance? Obliterated, loltomman191. andybankertv. FO
",0
"RT @: Germanwings Airbus A320 crashes in French Alps near Digne http://BBC Breaking
",1
"@ @ Is that the video also?andybankertv. FO
",0
"BREAKING NEWS: According to documents released to the press, was connected to an earlier robbery http://Mike Brown. Ferguson
",1
"@ They wont be martyrs.A martyr dies because of their religion.These rats will be dying because they murdered a muslim and othersBBC Breaking
",1
"@ Uber trips out of the CBD today are free to help Sydneysiders get home safely. See http://nicholasderoose
",0
"@ @ I know I can't be insightful yet - that's the bloody point, neither can you, and by trying to, you lose ground.ivoirien_com. CBC Alerts
",0
"@ @ MT @: These not the same. 1st Shahadah flag, 2nd is specifically claimed by IS. http://dailymailau. mailonline. ottomanscribe
",0
"@ @ fingers crossedvega_shelly. cnnbrk
",1
"@ That's not the flag, just looks like itAFP
",0
"@ RIP Brother!!Mauler Mauler
",0
"@ @ not confirmedAus News Network. richellecox
",0
"@ @ ...you mean @ least 1 guard diedWSJ Live. WSJ
",0
"“@: Uber intros surge pricing in downtown Sydney during hostage siege http:// http:// Just not rightmashable
",0
"French police: Said Kouachi and Cherif Kouachi wanted in Paris terror attack: http:// http://
",1
"@ You're right! Police said fight started after cop told Michael to get out of street, walk on sidewalk! He was never a suspect!Dante
",1
"@ BUT WHY A FUCKING CAFE IN AUSTRALIABBC World
",0
"@ Numerous? More than three?cnnbrk
",0
"@ @ @ She has a valid concern. You offer a grossly exaggerated red herring in order too...?Idle Threat. adrienne_72. Angry Black Lady
",0
"Soldier killed in Canada shooting was a young reservist with a six-year-old son http:// http://
",1
"@ oh please CNN cut the bullshit😒😒 them dirty ass cops will say anythingCNN Video
",1
"4x at $100 min RT @: Uber intros surge pricing in downtown Sydney during hostage siege http:// http://mashable
",1
"“@: - 11 dead including 2 police in Paris shooting. Photo @ http://AF Pphoto. Martin Bureau. Charlie Hebdo. AFP. tragedy
",1
"@ @ Even if he had robbed a convenience store, that's no excuse for murder.Your Anon Live. Op Ferguson
",0
"connexion; policewoman; market @: Police: Suspects Thurs Montrouge shooting http://Julien Pain. Al Qaeda Yemen. Charlie Hebdo
",1
"@ I have no issue with warning people whatsoever. But to take a photo, please!Henderburn
",0
"@ You are supposed to not be biased when you're a journalist. Glad you can come up with that decision without knowing all the factsATX
",0
"@ Source of info?henkvaness
",0
": Latest video of hostages escaping. http://Sydney Siege
",1
"@ any update on PA shooting?Fox News
",0
"@ @ Or preparing to launch yet another war?irishspy. jimgeraghty
",0
"Yes:) except in Australia there's a discussion to let 'sympathizers' reenter OZ to rehabilitate! WTF! @ @ @Mark Okanagan. 20committee. kshaidle
",0
